#Modo 'um sistema' com alpha e beta fixos.
#20151010_20h41
#ALPHA11 = 0.010000
#ALPHA12 = 0.010000
#ALPHA22 = 0.010000
#BETA11  = 3.830000
#BETA12  = 2.530000
#BETA22  = 2.500000
#N   =     2000
#ETA =     1.000000
#V0  =     0.100000
#R0  =     1.320000
#DT  =     1.000000
#CORE_RADIUS =      0.400000
#ELASTIC_DISTANCE = 1.000000
#INFINITE FORCE   = 10000.000000
#RANGE =  200.000000
#PROP  =  0.350000
#SEED  =  13049
#BOXES =  22500
#BOXES_IN_EDGE =    150
#STEPS =  60
#EXIT_INTERVAL = 1
#
#THREADS: 8
0	0.675002
1	0.684537
2	0.681088
3	0.693955
4	0.699662
5	0.698161
6	0.699475
7	0.704868
8	0.700463
9	0.702887
10	0.703367
11	0.703976
12	0.708410
13	0.712157
14	0.708574
15	0.701092
16	0.697524
17	0.702395
18	0.703293
19	0.699148
20	0.700100
21	0.699462
22	0.697483
23	0.699017
24	0.695942
25	0.696203
26	0.704859
27	0.704806
28	0.704797
29	0.703802
30	0.700806
31	0.700848
32	0.701035
33	0.700145
34	0.703044
35	0.702228
36	0.700347
37	0.700335
38	0.701683
39	0.698393
40	0.703993
41	0.700150
42	0.699057
43	0.699886
44	0.697250
45	0.696864
46	0.699664
47	0.700002
48	0.702074
49	0.705688
50	0.704883
51	0.706545
52	0.706779
53	0.705214
54	0.708281
55	0.704395
56	0.701764
57	0.700514
58	0.700383
59	0.700038
