#Modo 'um sistema' com alpha e beta fixos.
#20151009_13h12
#ALPHA11 = 0.010000
#ALPHA12 = 0.010000
#ALPHA22 = 0.010000
#BETA11  = 3.830000
#BETA12  = 2.530000
#BETA22  = 2.500000
#N   =     1000
#ETA =     1.000000
#V0  =     0.100000
#R0  =     1.320000
#DT  =     1.000000
#CORE_RADIUS =      0.400000
#ELASTIC_DISTANCE = 1.000000
#INFINITE FORCE   = 10000.000000
#RANGE =  100.000000
#PROP  =  0.450000
#SEED  =  13049
#BOXES =  5625
#BOXES_IN_EDGE =    75
#STEPS =  3000000
#EXIT_INTERVAL = 1000
#
#THREADS: 6
0	0.686983
1000	0.655481
2000	0.621067
3000	0.610143
4000	0.595405
5000	0.574867
6000	0.551300
7000	0.544792
8000	0.523248
9000	0.514527
10000	0.513129
11000	0.506876
12000	0.488495
13000	0.491686
14000	0.496619
15000	0.498208
16000	0.494352
17000	0.486924
18000	0.474524
19000	0.480459
20000	0.478010
21000	0.469729
22000	0.475338
23000	0.472790
24000	0.464833
25000	0.463060
26000	0.458771
27000	0.459900
28000	0.471676
29000	0.436602
30000	0.419600
31000	0.424417
32000	0.421419
33000	0.426510
34000	0.424171
35000	0.421981
36000	0.417600
37000	0.410279
38000	0.421238
39000	0.405562
40000	0.406414
41000	0.394924
42000	0.397038
43000	0.407729
44000	0.416257
45000	0.411890
46000	0.409195
47000	0.402233
48000	0.397148
49000	0.414390
50000	0.398995
51000	0.405400
52000	0.413767
53000	0.409811
54000	0.414833
55000	0.402067
56000	0.407381
57000	0.412571
58000	0.412895
59000	0.412719
60000	0.406748
61000	0.412224
62000	0.410176
63000	0.413381
64000	0.408762
65000	0.410533
66000	0.413306
67000	0.411429
68000	0.412408
69000	0.408890
70000	0.402902
71000	0.408895
72000	0.395967
73000	0.392476
74000	0.398233
75000	0.397894
76000	0.390895
77000	0.401852
78000	0.390073
79000	0.380006
80000	0.390775
81000	0.385844
82000	0.387002
83000	0.398548
84000	0.394429
85000	0.382948
86000	0.382419
87000	0.382586
88000	0.371376
89000	0.376722
90000	0.368771
91000	0.377233
92000	0.378870
93000	0.366848
94000	0.379384
95000	0.377416
96000	0.375310
97000	0.371010
98000	0.374724
99000	0.377095
100000	0.386860
101000	0.378670
102000	0.365716
103000	0.368714
104000	0.371010
105000	0.369724
106000	0.373776
107000	0.380662
108000	0.368376
109000	0.366000
110000	0.372243
111000	0.360476
112000	0.363948
113000	0.364410
114000	0.356133
115000	0.361571
116000	0.361543
117000	0.365795
118000	0.355105
119000	0.358417
120000	0.360067
121000	0.349086
122000	0.353633
123000	0.356695
124000	0.348590
125000	0.355590
126000	0.361629
127000	0.356005
128000	0.353290
129000	0.355252
130000	0.351871
131000	0.350352
132000	0.348419
133000	0.352419
134000	0.358038
135000	0.349819
136000	0.355976
137000	0.359100
138000	0.363800
139000	0.366990
140000	0.364462
141000	0.357105
142000	0.361089
143000	0.364910
144000	0.360767
145000	0.364043
146000	0.361381
147000	0.363638
148000	0.357724
149000	0.350138
150000	0.352619
151000	0.355171
152000	0.355957
153000	0.353933
154000	0.356243
155000	0.356424
156000	0.354543
157000	0.354281
158000	0.362889
159000	0.366133
160000	0.364475
161000	0.369448
162000	0.368733
163000	0.367467
164000	0.365276
165000	0.364810
166000	0.371029
167000	0.367824
168000	0.363952
169000	0.363190
170000	0.368805
171000	0.364505
172000	0.379971
173000	0.376529
174000	0.370767
175000	0.371943
176000	0.371629
177000	0.355229
178000	0.358310
179000	0.365873
180000	0.361505
181000	0.354848
182000	0.349600
183000	0.356948
184000	0.355943
185000	0.351752
186000	0.344838
187000	0.353071
188000	0.353138
189000	0.355057
190000	0.356867
191000	0.353324
192000	0.362995
193000	0.360968
194000	0.358467
195000	0.361486
196000	0.362019
197000	0.367052
198000	0.356324
199000	0.353324
200000	0.351652
201000	0.361314
202000	0.364267
203000	0.355019
204000	0.348352
205000	0.349376
206000	0.351848
207000	0.350400
208000	0.350824
209000	0.344952
210000	0.350867
211000	0.349171
212000	0.349733
213000	0.348838
214000	0.348838
215000	0.353352
216000	0.346143
217000	0.342076
218000	0.346200
219000	0.347648
220000	0.351508
221000	0.352933
222000	0.347062
223000	0.344857
224000	0.341281
225000	0.339000
226000	0.340400
227000	0.343871
228000	0.339771
229000	0.339114
230000	0.336762
